Make	Model	Rating
ACURA	ILX	6.245210727969349
ACURA	ILX	5.766283524904215
ACURA	ILX HYBRID	7.394636015325671
ACURA	MDX 4WD	5.114942528735632
ACURA	RDX AWD	5.325670498084292
ACURA	RLX	5.593869731800766
ACURA	TL	5.555555555555555
ACURA	TL AWD	5.114942528735632
ACURA	TL AWD	4.885057471264368
ACURA	TSX	5.938697318007663
ACURA	TSX	5.689655172413794
ACURA	TSX	5.421455938697318
ALFA ROMEO	4C	6.302681992337165
ASTON MARTIN	DB9	3.1226053639846745
ASTON MARTIN	RAPIDE	3.1226053639846745
ASTON MARTIN	V8 VANTAGE	3.5249042145593874
ASTON MARTIN	V8 VANTAGE	3.2183908045977017
ASTON MARTIN	V8 VANTAGE S	3.5249042145593874
ASTON MARTIN	V8 VANTAGE S	3.2183908045977017
ASTON MARTIN	VANQUISH	3.1226053639846745
AUDI	A4	6.130268199233717
AUDI	A4 QUATTRO	5.593869731800766
AUDI	A4 QUATTRO	5.900383141762452
AUDI	A5 CABRIOLET QUATTRO	5.593869731800766
AUDI	A5 QUATTRO	5.593869731800766
AUDI	A5 QUATTRO	5.900383141762452
AUDI	A6 QUATTRO	5.49808429118774
AUDI	A6 QUATTRO	5.1915708812260535
AUDI	A6 QUATTRO TDI (modified)	5.842911877394636
AUDI	A7 QUATTRO	4.980842911877395
AUDI	A7 QUATTRO TDI (modified)	5.842911877394636
AUDI	A8	5.057471264367816
AUDI	A8	4.923371647509579
AUDI	A8 TDI (modified)	5.708812260536399
AUDI	A8L	5.057471264367816
AUDI	A8L	4.482758620689656
AUDI	A8L	3.0459770114942533
AUDI	A8L TDI (modified)	5.708812260536399
AUDI	ALLROAD QUATTRO	5.363984674329502
AUDI	Q5	5.421455938697318
AUDI	Q5	5.057471264367816
AUDI	Q5 TDI (modified)	5.325670498084292
AUDI	Q5 HYBRID	5.938697318007663
AUDI	Q7	4.17624521072797
AUDI	Q7 TDI (modified)	4.444444444444445
AUDI	R8	3.5632183908045985
AUDI	R8	2.2030651340996172
AUDI	R8	3.352490421455939
AUDI	R8	2.164750957854406
AUDI	R8 SPYDER	3.5632183908045985
AUDI	R8 SPYDER	2.2030651340996172
AUDI	R8 SPYDER	3.352490421455939
AUDI	R8 SPYDER	2.164750957854406
AUDI	RS 5	4.137931034482759
AUDI	RS 5 CABRIOLET	4.099616858237548
AUDI	RS 7	4.3869731800766285
AUDI	S4	4.980842911877395
AUDI	S4	4.540229885057472
AUDI	S5	4.980842911877395
AUDI	S5	4.540229885057472
AUDI	S5 CABRIOLET	4.885057471264368
AUDI	S6	4.616858237547893
AUDI	S7	4.616858237547893
AUDI	S8	4.252873563218391
AUDI	SQ5	4.406130268199234
AUDI	TT COUPE QUATTRO	5.996168582375479
AUDI	TT ROADSTER QUATTRO	5.996168582375479
AUDI	TTS COUPE QUATTRO	5.459770114942529
AUDI	TTS ROADSTER QUATTRO	5.459770114942529
BENTLEY	CONTINENTAL GT	3.9846743295019165
BENTLEY	CONTINENTAL GT	3.1800766283524906
BENTLEY	CONTINENTAL GTC	3.6398467432950197
BENTLEY	CONTINENTAL GTC	2.7203065134099624
BENTLEY	CONTINENTAL GT SPEED CONVERTIBLE	2.7203065134099624
BENTLEY	FLYING SPUR	2.567049808429119
BENTLEY	MULSANNE	1.628352490421456
BMW	320i	6.302681992337165
BMW	320i	6.168582375478927
BMW	320i xDRIVE	6.130268199233717
BMW	328d xDRIVE	6.53256704980843
BMW	328d xDRIVE TOURING	6.53256704980843
BMW	328i	6.302681992337165
BMW	328i	6.168582375478927
BMW	328i xDRIVE	5.996168582375479
BMW	328i xDRIVE GRAN TURISMO	5.996168582375479
BMW	328i xDRIVE TOURING	5.996168582375479
BMW	335i	5.766283524904215
BMW	335i	5.593869731800766
BMW	335i xDRIVE	5.6321839080459775
BMW	335i xDRIVE	5.459770114942529
BMW	335i xDRIVE GRAN TURISMO	5.555555555555555
BMW	428i COUPE	6.302681992337165
BMW	428i COUPE	6.168582375478927
BMW	428i xDRIVE COUPE	5.996168582375479
BMW	435i COUPE	5.766283524904215
BMW	435i COUPE	5.593869731800766
BMW	435i xDRIVE COUPE	5.6321839080459775
BMW	435i xDRIVE COUPE	5.459770114942529
BMW	528i	6.130268199233717
BMW	528i xDRIVE	5.996168582375479
BMW	535d xDRIVE	5.919540229885058
BMW	535i xDRIVE	5.555555555555555
BMW	535i xDRIVE GRAN TURISMO	5.287356321839081
BMW	550i xDRIVE	4.616858237547893
BMW	550i xDRIVE GRAN TURISMO	4.406130268199234
BMW	640i xDRIVE GRAN COUPE	5.555555555555555
BMW	650i xDRIVE CABRIOLET	4.406130268199234
BMW	650i xDRIVE COUPE	4.616858237547893
BMW	650i xDRIVE GRAN COUPE	4.406130268199234
BMW	740Li xDRIVE	5.287356321839081
BMW	750i xDRIVE	4.406130268199234
BMW	750Li xDRIVE	4.406130268199234
BMW	760Li	3.1800766283524906
BMW	ACTIVEHYBRID 3	6.340996168582375
BMW	ACTIVEHYBRID 5	5.900383141762452
BMW	ACTIVEHYBRID 7L	5.938697318007663
BMW	ALPINA B7 xDRIVE LWB	4.406130268199234
BMW	ALPINA B7 xDRIVE SWB	4.406130268199234
BMW	M5	3.5249042145593874
BMW	M5	3.9272030651341003
BMW	M6	3.5249042145593874
BMW	M6	3.9272030651341003
BMW	M6 CABRIOLET	3.5249042145593874
BMW	M6 CABRIOLET	3.9272030651341003
BMW	M6 GRAN COUPE	3.5249042145593874
BMW	M6 GRAN COUPE	3.9272030651341003
BMW	X1 xDRIVE28i	5.996168582375479
BMW	X1 xDRIVE35i	5.019157088122606
BMW	X3 xDRIVE28i	5.593869731800766
BMW	X3 xDRIVE35i	5.153256704980843
BMW	X5 xDRIVE35i	5.114942528735632
BMW	X5 xDRIVE50i	3.869731800766284
BMW	X6 M	2.911877394636016
BMW	X6 xDRIVE35i	4.75095785440613
BMW	X6 xDRIVE50i	3.793103448275862
BMW	Z4 sDRIVE28i	5.996168582375479
BMW	Z4 sDRIVE28i	6.168582375478927
BMW	Z4 sDRIVE35i	4.674329501915709
BMW	Z4 sDRIVE35i	5.153256704980843
BMW	Z4 sDRIVE35is	4.674329501915709
BUICK	ENCLAVE	4.578544061302682
BUICK	ENCLAVE AWD	4.444444444444445
BUICK	ENCORE	6.245210727969349
BUICK	ENCORE AWD	5.938697318007663
BUICK	LACROSSE	4.942528735632184
BUICK	LACROSSE	5.2107279693486594
BUICK	LACROSSE AWD	4.942528735632184
BUICK	LACROSSE AWD	4.942528735632184
BUICK	LACROSSE eASSIST	6.379310344827586
BUICK	REGAL	5.6321839080459775
BUICK	REGAL	5.689655172413794
BUICK	REGAL AWD	5.287356321839081
BUICK	REGAL eASSIST	6.379310344827586
BUICK	VERANO	5.6321839080459775
BUICK	VERANO	5.689655172413794
BUICK	VERANO	5.823754789272031
CADILLAC	ATS	5.766283524904215
CADILLAC	ATS	5.49808429118774
CADILLAC	ATS	6.03448275862069
CADILLAC	ATS	5.1915708812260535
CADILLAC	ATS AWD	5.555555555555555
CADILLAC	ATS AWD	5.019157088122606
CADILLAC	CTS COUPE	5.057471264367816
CADILLAC	CTS COUPE AWD	4.980842911877395
CADILLAC	CTS SEDAN	5.555555555555555
CADILLAC	CTS SEDAN	5.24904214559387
CADILLAC	CTS SEDAN AWD	5.24904214559387
CADILLAC	CTS SEDAN AWD	5.019157088122606
CADILLAC	CTS SEDAN Vsport	4.367816091954023
CADILLAC	CTS SPORT WAGON	5.153256704980843
CADILLAC	CTS SPORT WAGON	5.019157088122606
CADILLAC	CTS SPORT WAGON AWD	5.114942528735632
CADILLAC	CTS SPORT WAGON AWD	4.980842911877395
CADILLAC	CTS-V COUPE	2.6819923371647514
CADILLAC	CTS-V COUPE	3.4865900383141764
CADILLAC	CTS-V SEDAN	2.6819923371647514
CADILLAC	CTS-V SEDAN	3.4865900383141764
CADILLAC	CTS-V SPORT WAGON	2.6819923371647514
CADILLAC	CTS-V SPORT WAGON	3.4865900383141764
CADILLAC	ESCALADE AWD	3.5249042145593874
CADILLAC	ESCALADE AWD	3.831417624521073
CADILLAC	ESCALADE ESV AWD	2.7777777777777786
CADILLAC	ESCALADE ESV AWD	3.2183908045977017
CADILLAC	SRX	4.578544061302682
CADILLAC	SRX AWD	4.367816091954023
CADILLAC	XTS	4.980842911877395
CADILLAC	XTS AWD	4.8084291187739465
CADILLAC	XTS Vsport AWD	4.444444444444445
CHEVROLET	CAMARO	5.057471264367816
CHEVROLET	CAMARO	4.846743295019158
CHEVROLET	CAMARO 2LS	5.363984674329502
CHEVROLET	CAMARO SS	4.367816091954023
CHEVROLET	CAMARO SS	4.406130268199234
CHEVROLET	CAMARO ZL1	2.6819923371647514
CHEVROLET	CAMARO ZL1	3.4865900383141764
CHEVROLET	CORVETTE	4.71264367816092
CHEVROLET	CORVETTE	5.057471264367816
CHEVROLET	CRUZE	6.57088122605364
CHEVROLET	CRUZE	6.57088122605364
CHEVROLET	CRUZE	6.130268199233717
CHEVROLET	CRUZE	6.379310344827586
CHEVROLET	CRUZE DIESEL	6.32183908045977
CHEVROLET	CRUZE ECO	6.609195402298851
CHEVROLET	CRUZE ECO	6.877394636015326
CHEVROLET	EQUINOX	5.996168582375479
CHEVROLET	EQUINOX	4.71264367816092
CHEVROLET	EQUINOX	5.038314176245211
CHEVROLET	EQUINOX AWD	5.593869731800766
CHEVROLET	EQUINOX AWD	4.444444444444445
CHEVROLET	EQUINOX AWD	4.789272030651341
CHEVROLET	EXPRESS 1500 CARGO	3.352490421455939
CHEVROLET	EXPRESS 1500 CARGO	2.988505747126437
CHEVROLET	EXPRESS 1500 CARGO	3.6015325670498086
CHEVROLET	EXPRESS 1500 CARGO AWD	2.7203065134099624
CHEVROLET	EXPRESS 1500 CARGO AWD	3.409961685823755
CHEVROLET	EXPRESS 1500 CARGO CONV	2.7203065134099624
CHEVROLET	EXPRESS 1500 CARGO CONV	3.409961685823755
CHEVROLET	EXPRESS 1500 CARGO CONV AWD	2.7203065134099624
CHEVROLET	EXPRESS 1500 CARGO CONV AWD	3.0651340996168583
CHEVROLET	EXPRESS 1500 PASSENGER	2.7203065134099624
CHEVROLET	EXPRESS 1500 PASSENGER	3.409961685823755
CHEVROLET	EXPRESS 1500 PASSENGER AWD	2.7203065134099624
CHEVROLET	EXPRESS 1500 PASSENGER AWD	3.0651340996168583
CHEVROLET	EXPRESS 2500 PASSENGER	2.06896551724138
CHEVROLET	EXPRESS 2500 PASSENGER	1.724137931034484
CHEVROLET	EXPRESS 2500 PASSENGER	2.126436781609196
CHEVROLET	EXPRESS 3500 PASSENGER	1.9731800766283527
CHEVROLET	EXPRESS 3500 PASSENGER	1.6666666666666679
CHEVROLET	EXPRESS 3500 PASSENGER	2.088122605363985
CHEVROLET	IMPALA	5.766283524904215
CHEVROLET	IMPALA	5.325670498084292
CHEVROLET	IMPALA	5.6130268199233715
CHEVROLET	IMPALA ECO	6.168582375478927
CHEVROLET	MALIBU	5.6321839080459775
CHEVROLET	MALIBU	6.4750957854406135
CHEVROLET	ORLANDO	5.325670498084292
CHEVROLET	ORLANDO	5.49808429118774
CHEVROLET	SILVERADO	4.8084291187739465
CHEVROLET	SILVERADO	4.846743295019158
CHEVROLET	SILVERADO	4.406130268199234
CHEVROLET	SILVERADO	4.827586206896552
CHEVROLET	SILVERADO	3.793103448275862
CHEVROLET	SILVERADO 4WD	4.444444444444445
CHEVROLET	SILVERADO 4WD	4.540229885057472
CHEVROLET	SILVERADO 4WD	4.272030651340996
CHEVROLET	SILVERADO 4WD	4.693486590038314
CHEVROLET	SILVERADO 4WD	3.697318007662836
CHEVROLET	SONIC	6.4750957854406135
CHEVROLET	SONIC	6.685823754789272
CHEVROLET	SONIC	6.340996168582375
CHEVROLET	SONIC	6.513409961685824
CHEVROLET	SONIC RS	6.340996168582375
CHEVROLET	SONIC RS	6.4750957854406135
CHEVROLET	SONIC 5	6.4750957854406135
CHEVROLET	SONIC 5	6.704980842911878
CHEVROLET	SONIC 5	6.340996168582375
CHEVROLET	SONIC 5	6.513409961685824
CHEVROLET	SONIC 5 RS	6.340996168582375
CHEVROLET	SONIC 5 RS	6.4750957854406135
CHEVROLET	SPARK	6.954022988505747
CHEVROLET	SPARK	6.954022988505747
CHEVROLET	SUBURBAN	3.9272030651341003
CHEVROLET	SUBURBAN	4.367816091954023
CHEVROLET	SUBURBAN 4WD	3.9272030651341003
CHEVROLET	SUBURBAN 4WD	4.367816091954023
CHEVROLET	TAHOE	3.9272030651341003
CHEVROLET	TAHOE	4.367816091954023
CHEVROLET	TAHOE 4WD	3.9272030651341003
CHEVROLET	TAHOE 4WD	4.367816091954023
CHEVROLET	TRAVERSE	4.578544061302682
CHEVROLET	TRAVERSE AWD	4.444444444444445
CHEVROLET	TRAX	6.302681992337165
CHEVROLET	TRAX	6.436781609195402
CHEVROLET	TRAX AWD	6.03448275862069
CHRYSLER	300	5.459770114942529
CHRYSLER	200 CONVERTIBLE	5.555555555555555
CHRYSLER	200 CONVERTIBLE	5.287356321839081
CHRYSLER	200 CONVERTIBLE FFV	5.363984674329502
CHRYSLER	200 CONVERTIBLE FFV	5.593869731800766
CHRYSLER	200 SEDAN	5.689655172413794
CHRYSLER	200 SEDAN	5.593869731800766
CHRYSLER	200 SEDAN FFV	5.363984674329502
CHRYSLER	200 SEDAN FFV	5.593869731800766
CHRYSLER	300 (MDS)	4.367816091954023
CHRYSLER	300 AWD	5.1915708812260535
CHRYSLER	300 AWD (MDS)	4.099616858237548
CHRYSLER	300 AWD FFV	5.1915708812260535
CHRYSLER	300 AWD FFV	5.459770114942529
CHRYSLER	300 FFV	5.459770114942529
CHRYSLER	300 FFV	5.74712643678161
CHRYSLER	300 SRT (MDS)	3.9272030651341003
CHRYSLER	TOWN & COUNTRY FFV	4.71264367816092
CHRYSLER	TOWN & COUNTRY FFV	4.846743295019158
DODGE	AVENGER	5.689655172413794
DODGE	AVENGER	5.593869731800766
DODGE	AVENGER FFV	5.363984674329502
DODGE	AVENGER FFV	5.593869731800766
DODGE	CHALLENGER	5.057471264367816
DODGE	CHALLENGER	4.233716475095786
DODGE	CHALLENGER (MDS)	4.367816091954023
DODGE	CHALLENGER SRT	3.869731800766284
DODGE	CHALLENGER SRT (MDS)	3.9272030651341003
DODGE	CHARGER	5.057471264367816
DODGE	CHARGER	5.459770114942529
DODGE	CHARGER (MDS)	4.367816091954023
DODGE	CHARGER AWD	5.1915708812260535
DODGE	CHARGER AWD (MDS)	4.099616858237548
DODGE	CHARGER AWD FFV	5.1915708812260535
DODGE	CHARGER AWD FFV	5.459770114942529
DODGE	CHARGER FFV	5.057471264367816
DODGE	CHARGER FFV	5.1915708812260535
DODGE	CHARGER FFV	5.49808429118774
DODGE	CHARGER FFV	5.74712643678161
DODGE	CHARGER SRT (MDS)	3.9272030651341003
DODGE	DART	6.436781609195402
DODGE	DART	6.206896551724139
DODGE	DART	6.130268199233717
DODGE	DART FFV	6.206896551724139
DODGE	DART FFV	6.264367816091954
DODGE	DART GT	5.938697318007663
DODGE	DART GT	6.130268199233717
DODGE	DART TURBO AERO	6.781609195402299
DODGE	DART TURBO AERO	6.781609195402299
DODGE	DURANGO AWD (MDS)	3.6590038314176248
DODGE	DURANGO AWD FFV	4.674329501915709
DODGE	DURANGO AWD FFV	5.2107279693486594
DODGE	GRAND CARAVAN FFV	4.8084291187739465
DODGE	GRAND CARAVAN FFV	4.942528735632184
DODGE	JOURNEY	5.114942528735632
DODGE	JOURNEY AWD	4.540229885057472
DODGE	JOURNEY FFV	4.71264367816092
DODGE	JOURNEY FFV	5.038314176245211
FIAT	500 ABARTH CABRIO	6.57088122605364
FIAT	500 ABARTH HATCHBACK	6.57088122605364
FIAT	500 CABRIO	6.513409961685824
FIAT	500 CABRIO	6.81992337164751
FIAT	500 CABRIO TURBO	6.57088122605364
FIAT	500 HATCHBACK	6.513409961685824
FIAT	500 HATCHBACK	7.011494252873563
FIAT	500 HATCHBACK TURBO	6.57088122605364
FIAT	500L TURBO	6.168582375478927
FIAT	500L TURBO	6.302681992337165
FORD	C-MAX HYBRID	7.35632183908046
FORD	E150 VAN FFV	2.8544061302682
FORD	E150 VAN FFV	3.295019157088123
FORD	E150 VAN FFV	2.4137931034482767
FORD	E150 VAN FFV	3.1034482758620694
FORD	E150 WAGON FFV	2.60536398467433
FORD	E150 WAGON FFV	2.950191570881226
FORD	E350 WAGON	0.6513409961685834
FORD	E350 WAGON FFV	1.9348659003831425
FORD	E350 WAGON FFV	2.6819923371647514
FORD	EDGE	5.689655172413794
FORD	EDGE	5.24904214559387
FORD	EDGE AWD	4.942528735632184
FORD	EDGE AWD	4.616858237547893
FORD	ESCAPE	5.996168582375479
FORD	ESCAPE	5.766283524904215
FORD	ESCAPE	5.862068965517242
FORD	ESCAPE AWD	5.900383141762452
FORD	ESCAPE AWD	5.593869731800766
FORD	EXPEDITION 4X4 FFV	2.950191570881226
FORD	EXPEDITION 4X4 FFV	3.371647509578544
FORD	EXPLORER	5.49808429118774
FORD	EXPLORER AWD	4.272030651340996
FORD	EXPLORER FFV	4.75095785440613
FORD	EXPLORER FFV	5.134099616858238
FORD	EXPLORER FFV AWD	4.482758620689656
FORD	EXPLORER FFV AWD	4.885057471264368
FORD	F-150	4.406130268199234
FORD	F-150	4.367816091954023
FORD	F-150	2.988505747126437
FORD	F-150 4X4	3.9272030651341003
FORD	F-150 4X4	4.099616858237548
FORD	F-150 4X4	2.2988505747126444
FORD	F-150 FFV	4.578544061302682
FORD	F-150 FFV	4.942528735632184
FORD	F-150 FFV	4.578544061302682
FORD	F-150 FFV	4.942528735632184
FORD	F-150 FFV	3.5632183908045985
FORD	F-150 FFV	3.9655172413793105
FORD	F-150 FFV	3.5632183908045985
FORD	F-150 FFV	3.9655172413793105
FORD	F-150 FFV 4X4	4.099616858237548
FORD	F-150 FFV 4X4	4.482758620689656
FORD	F-150 FFV 4X4	4.099616858237548
FORD	F-150 FFV 4X4	4.482758620689656
FORD	F-150 FFV 4X4	3.42911877394636
FORD	F-150 FFV 4X4	3.869731800766284
FORD	F-150 FFV 4X4	3.4865900383141764
FORD	F-150 FFV 4X4	3.9080459770114944
FORD	F-150 RAPTOR 4X4	2.06896551724138
FORD	FIESTA	6.647509578544062
FORD	FIESTA	6.647509578544062
FORD	FIESTA SFE	7.088122605363985
FORD	FIESTA SFE	6.915708812260537
FORD	FIESTA ST	6.4750957854406135
FORD	FLEX	4.942528735632184
FORD	FLEX AWD	4.674329501915709
FORD	FLEX AWD (EcoBoost)	4.367816091954023
FORD	FOCUS	6.0727969348659006
FORD	FOCUS FFV	6.609195402298851
FORD	FOCUS FFV	6.8390804597701145
FORD	FOCUS FFV	6.57088122605364
FORD	FOCUS FFV	6.8390804597701145
FORD	FOCUS FFV	6.4750957854406135
FORD	FOCUS FFV	6.743295019157088
FORD	FOCUS SFE FFV	6.81992337164751
FORD	FOCUS SFE FFV	6.896551724137931
FORD	FUSION	6.245210727969349
FORD	FUSION	6.436781609195402
FORD	FUSION	6.03448275862069
FORD	FUSION	6.0727969348659006
FORD	FUSION (Start/Stop)	6.436781609195402
FORD	FUSION AWD	5.862068965517242
FORD	FUSION HYBRID	7.586206896551724
FORD	MUSTANG	5.49808429118774
FORD	MUSTANG	5.325670498084292
FORD	MUSTANG	4.942528735632184
FORD	MUSTANG	4.406130268199234
FORD	MUSTANG	4.17624521072797
FORD	MUSTANG CONVERTIBLE	5.325670498084292
FORD	TAURUS	5.996168582375479
FORD	TAURUS AWD	4.8084291187739465
FORD	TAURUS FFV	5.459770114942529
FORD	TAURUS FFV	5.6130268199233715
FORD	TAURUS FFV AWD	5.057471264367816
FORD	TAURUS FFV AWD	5.1915708812260535
FORD	TRANSIT CONNECT	5.823754789272031
FORD	TRANSIT CONNECT	5.6321839080459775
FORD	TRANSIT CONNECT TAXI	5.555555555555555
FORD	TRANSIT CONNECT WAGON	5.421455938697318
GMC	ACADIA	4.578544061302682
GMC	ACADIA AWD	4.310344827586207
GMC	SAVANA 1500 CARGO	3.352490421455939
GMC	SAVANA 1500 CARGO	2.988505747126437
GMC	SAVANA 1500 CARGO	3.6015325670498086
GMC	SAVANA 1500 CARGO AWD	2.7203065134099624
GMC	SAVANA 1500 CARGO AWD	3.409961685823755
GMC	SAVANA 1500 CARGO CONV	2.7203065134099624
GMC	SAVANA 1500 CARGO CONV	3.409961685823755
GMC	SAVANA 1500 CARGO CONV AWD	2.7203065134099624
GMC	SAVANA 1500 CARGO CONV AWD	3.0651340996168583
GMC	SAVANA 1500 PASSENGER	2.7203065134099624
GMC	SAVANA 1500 PASSENGER	3.409961685823755
GMC	SAVANA 1500 PASSENGER AWD	2.7203065134099624
GMC	SAVANA 1500 PASSENGER AWD	3.0651340996168583
GMC	SAVANA 2500 PASSENGER	2.06896551724138
GMC	SAVANA 2500 PASSENGER	1.724137931034484
GMC	SAVANA 2500 PASSENGER	2.126436781609196
GMC	SAVANA 3500 PASSENGER	1.9731800766283527
GMC	SAVANA 3500 PASSENGER	1.6666666666666679
GMC	SAVANA 3500 PASSENGER	2.088122605363985
GMC	SIERRA	4.8084291187739465
GMC	SIERRA	4.846743295019158
GMC	SIERRA	4.406130268199234
GMC	SIERRA	4.827586206896552
GMC	SIERRA	3.793103448275862
GMC	SIERRA 4WD	4.444444444444445
GMC	SIERRA 4WD	4.540229885057472
GMC	SIERRA 4WD	4.272030651340996
GMC	SIERRA 4WD	4.693486590038314
GMC	SIERRA 4WD	3.697318007662836
GMC	TERRAIN	5.996168582375479
GMC	TERRAIN	4.71264367816092
GMC	TERRAIN	5.038314176245211
GMC	TERRAIN AWD	5.593869731800766
GMC	TERRAIN AWD	4.444444444444445
GMC	TERRAIN AWD	4.789272030651341
GMC	YUKON	3.9272030651341003
GMC	YUKON	4.367816091954023
GMC	YUKON 4WD	3.9272030651341003
GMC	YUKON 4WD	4.367816091954023
GMC	YUKON DENALI AWD	3.5249042145593874
GMC	YUKON DENALI AWD	3.831417624521073
GMC	YUKON DENALI XL AWD	2.7777777777777786
GMC	YUKON DENALI XL AWD	3.2183908045977017
GMC	YUKON XL	3.9272030651341003
GMC	YUKON XL	4.367816091954023
GMC	YUKON XL 4WD	3.9272030651341003
GMC	YUKON XL 4WD	4.367816091954023
HONDA	ACCORD	6.513409961685824
HONDA	ACCORD	6.436781609195402
HONDA	ACCORD	6.168582375478927
HONDA	ACCORD	5.996168582375479
HONDA	ACCORD	5.766283524904215
HONDA	ACCORD	5.1915708812260535
HONDA	ACCORD HYBRID	7.89272030651341
HONDA	CIVIC	6.915708812260537
HONDA	CIVIC	6.81992337164751
HONDA	CIVIC	6.647509578544062
HONDA	CROSSTOUR AWD	5.287356321839081
HONDA	CR-V	5.996168582375479
HONDA	CR-V AWD	5.862068965517242
HONDA	CR-Z	7.222222222222222
HONDA	CR-Z	6.954022988505747
HONDA	FIT	6.704980842911878
HONDA	FIT	6.609195402298851
HONDA	ODYSSEY	5.325670498084292
HONDA	PILOT	4.923371647509579
HONDA	PILOT AWD	4.71264367816092
HONDA	RIDGELINE AWD	4.099616858237548
HYUNDAI	ACCENT	6.609195402298851
HYUNDAI	ACCENT	6.609195402298851
HYUNDAI	ELANTRA GT	6.206896551724139
HYUNDAI	ELANTRA GT	6.245210727969349
HYUNDAI	EQUUS	4.17624521072797
HYUNDAI	GENESIS	5.114942528735632
HYUNDAI	SANTA FE	5.057471264367816
HYUNDAI	SANTA FE 4WD	4.885057471264368
HYUNDAI	SANTA FE SPORT	5.459770114942529
HYUNDAI	SANTA FE SPORT 4WD	4.942528735632184
HYUNDAI	SANTA FE SPORT 4WD	5.114942528735632
HYUNDAI	SONATA	5.766283524904215
HYUNDAI	SONATA	6.245210727969349
HYUNDAI	SONATA HYBRID	7.260536398467433
HYUNDAI	SONATA HYBRID LIMITED	7.222222222222222
HYUNDAI	TUCSON	5.900383141762452
HYUNDAI	TUCSON	5.555555555555555
HYUNDAI	TUCSON	5.593869731800766
HYUNDAI	TUCSON 4WD	5.363984674329502
HYUNDAI	TUCSON 4WD	5.325670498084292
HYUNDAI	VELOSTER	6.609195402298851
HYUNDAI	VELOSTER	6.4750957854406135
HYUNDAI	VELOSTER TURBO	6.130268199233717
HYUNDAI	VELOSTER TURBO	6.245210727969349
INFINITI	Q50	5.49808429118774
INFINITI	Q50 AWD	5.24904214559387
INFINITI	Q50 HYBRID	6.704980842911878
INFINITI	Q50 HYBRID AWD	6.379310344827586
INFINITI	Q60 AWD COUPE	4.923371647509579
INFINITI	Q60 CONVERTIBLE	4.846743295019158
INFINITI	Q60 CONVERTIBLE	4.578544061302682
INFINITI	Q60 COUPE	5.114942528735632
INFINITI	Q60 COUPE	4.885057471264368
INFINITI	Q70	5.153256704980843
INFINITI	Q70	4.578544061302682
INFINITI	Q70 AWD	4.885057471264368
INFINITI	Q70 AWD	4.367816091954023
INFINITI	Q70 HYBRID	6.647509578544062
INFINITI	QX50 AWD	4.8084291187739465
INFINITI	QX60	5.325670498084292
INFINITI	QX60 AWD	5.153256704980843
INFINITI	QX60 HYBRID AWD	6.245210727969349
INFINITI	QX70 AWD	4.367816091954023
INFINITI	QX70 AWD	3.6015325670498086
INFINITI	QX80 4WD	3.39080459770115
JAGUAR	F-TYPE CONVERTIBLE	5.459770114942529
JAGUAR	F-TYPE S CONVERTIBLE	5.325670498084292
JAGUAR	F-TYPE V8 S CONVERTIBLE	4.367816091954023
JAGUAR	XF	5.363984674329502
JAGUAR	XF 3.0L AWD	4.616858237547893
JAGUAR	XFR	4.137931034482759
JAGUAR	XFR	4.444444444444445
JAGUAR	XFR-S	4.137931034482759
JAGUAR	XJ AWD	4.540229885057472
JAGUAR	XJ SUPERCHARGED	4.137931034482759
JAGUAR	XJ SUPERCHARGED	4.636015325670498
JAGUAR	XJL AWD PORTFOLIO	4.540229885057472
JAGUAR	XJL SUPERCHARGED	4.137931034482759
JAGUAR	XJL SUPERCHARGED	4.636015325670498
JAGUAR	XJR	4.137931034482759
JAGUAR	XJR LWB	4.137931034482759
JAGUAR	XK CONVERTIBLE	4.233716475095786
JAGUAR	XK COUPE	4.444444444444445
JAGUAR	XKR CONVERTIBLE	3.9655172413793105
JAGUAR	XKR COUPE	4.061302681992338
JAGUAR	XKR-S CONVERTIBLE	3.9655172413793105
JAGUAR	XKR-S COUPE	4.061302681992338
JEEP	CHEROKEE	5.823754789272031
JEEP	CHEROKEE	5.363984674329502
JEEP	CHEROKEE 4X4	5.593869731800766
JEEP	CHEROKEE 4X4	5.24904214559387
JEEP	CHEROKEE 4X4 ACTIVE DRIVE II	5.555555555555555
JEEP	CHEROKEE 4X4 ACTIVE DRIVE II	5.153256704980843
JEEP	CHEROKEE TRAILHAWK 4X4	5.1915708812260535
JEEP	CHEROKEE TRAILHAWK 4X4	4.885057471264368
JEEP	COMPASS	5.6321839080459775
JEEP	COMPASS	5.689655172413794
JEEP	COMPASS	5.996168582375479
JEEP	COMPASS	5.689655172413794
JEEP	COMPASS	5.862068965517242
JEEP	COMPASS 4X4	5.49808429118774
JEEP	COMPASS 4X4	5.862068965517242
JEEP	COMPASS 4X4 TRAIL RATED	5.114942528735632
JEEP	GRAND CHEROKEE 4X4 (MDS)	3.4865900383141764
JEEP	GRAND CHEROKEE 4X4 DIESEL	4.885057471264368
JEEP	GRAND CHEROKEE 4X4 FFV	4.674329501915709
JEEP	GRAND CHEROKEE 4X4 FFV	5.2107279693486594
JEEP	GRAND CHEROKEE SRT 4X4 (MDS)	3.0459770114942533
JEEP	PATRIOT	5.6321839080459775
JEEP	PATRIOT	5.689655172413794
JEEP	PATRIOT	5.996168582375479
JEEP	PATRIOT	5.689655172413794
JEEP	PATRIOT	5.862068965517242
